"","X1","idx"
"y1.IP.50",20,25
"y0.IP.50",13,25
"y1.PC.50",10,25
"y0.PC.50",9,25
"eff.prob.50",0.897986764701569,25
"fut.prob.50",0.494759977586214,25
"eff.mix.prob.50",0.345554271419273,25
"box.skpt.50",0.469889705956595,25
"box.enth.50",0.769936151271444,25
"box.ni.50",NA,25
"y1.IP.52",20,25
"y0.IP.52",13,25
"y1.PC.52",10,25
"y0.PC.52",9,25
"eff.prob.52",0.897986764701569,25
"fut.prob.52",0.494759977586214,25
"eff.mix.prob.52",0.345554271419273,25
"box.skpt.52",0.469889705956595,25
"box.enth.52",0.769936151271444,25
"box.ni.52",NA,25
"y1.IP.54",21,25
"y0.IP.54",13,25
"y1.PC.54",10,25
"y0.PC.54",10,25
"eff.prob.54",0.928565939509937,25
"fut.prob.54",0.454730118267318,25
"eff.mix.prob.54",0.311358896892388,25
"box.skpt.54",0.396181250587763,25
"box.enth.54",0.810166003656015,25
"box.ni.54",NA,25
"y1.IP.56",21,25
"y0.IP.56",14,25
"y1.PC.56",10,25
"y0.PC.56",11,25
"eff.prob.56",0.938318766054755,25
"fut.prob.56",0.457375334614647,25
"eff.mix.prob.56",0.267477021109689,25
"box.skpt.56",0.430205846606967,25
"box.enth.56",0.861791739870954,25
"box.ni.56",NA,25
"y1.IP.58",21,25
"y0.IP.58",14,25
"y1.PC.58",11,25
"y0.PC.58",12,25
"eff.prob.58",0.937226732290937,25
"fut.prob.58",0.46079344197324,25
"eff.mix.prob.58",0.272338527561459,25
"box.skpt.58",0.434758964441339,25
"box.enth.58",0.85607232051593,25
"box.ni.58",NA,25
"y1.IP.60",21,25
"y0.IP.60",15,25
"y1.PC.60",11,25
"y0.PC.60",13,25
"eff.prob.60",0.945110671847013,25
"fut.prob.60",0.465005971311497,25
"eff.mix.prob.60",0.233041418580529,25
"box.skpt.60",0.469131300223958,25
"box.enth.60",0.902304213434672,25
"box.ni.60",NA,25
"y1.IP.62",21,25
"y0.IP.62",15,25
"y1.PC.62",11,25
"y0.PC.62",15,25
"eff.prob.62",0.959927189622816,25
"fut.prob.62",0.425502162910808,25
"eff.mix.prob.62",0.223406847327608,25
"box.skpt.62",0.379153630691362,25
"box.enth.62",0.913639003143991,25
"box.ni.62",NA,25
"y1.IP.64",21,25
"y0.IP.64",15,25
"y1.PC.64",11,25
"y0.PC.64",17,25
"eff.prob.64",0.965421549969439,25
"fut.prob.64",0.388929661060896,25
"eff.mix.prob.64",0.255067423554177,25
"box.skpt.64",0.295172254853324,25
"box.enth.64",0.87639126640685,25
"box.ni.64",NA,25
"y1.IP.66",22,25
"y0.IP.66",16,25
"y1.PC.66",11,25
"y0.PC.66",17,25
"eff.prob.66",0.966876874674929,25
"fut.prob.66",0.393258750560276,25
"eff.mix.prob.66",0.241367429780488,25
"box.skpt.66",0.298646274671214,25
"box.enth.66",0.892508906140602,25
"box.ni.66",NA,25
"y1.IP.68",22,25
"y0.IP.68",17,25
"y1.PC.68",11,25
"y0.PC.68",18,25
"eff.prob.68",0.966809672286155,25
"fut.prob.68",0.398602891551395,25
